A0A0B4JD44	GO:0034976
P18537	GO:0008356,GO:0048675,GO:0007298,GO:0060070,GO:0035293,GO:0001745,GO:0030010,GO:0045198,GO:0001737,GO:0042067,GO:0001736,GO:0007164,GO:0007163,GO:0007186,GO:0007507,GO:0007156,GO:0035317,GO:0035320,GO:0001738,GO:0045746,GO:0035567,GO:0016318,GO:0045773,GO:1902669,GO:0007464,GO:0032231,GO:0035206,GO:0035159,GO:0007435,GO:0007367,GO:0016360,GO:0060071
P18824	GO:0035147,GO:0048754,GO:0060070,GO:0007155,GO:0098609,GO:0090254,GO:0001709,GO:0000902,GO:0035293,GO:0001745,GO:0046667,GO:0035017,GO:0060232,GO:0007391,GO:0035153,GO:0007507,GO:0060914,GO:0048526,GO:0008587,GO:0007616,GO:0000122,GO:0007399,GO:0014019,GO:0014017,GO:0048477,GO:0046530,GO:0045893,GO:0045944,GO:0071896,GO:0072659,GO:0007367,GO:0035019,GO:0007370,GO:0007472,GO:0045186
Q24178	GO:0010498,GO:0010499,GO:0043161
Q9VT31	GO:0060285,GO:0007498
Q9W4F5	GO:0060446,GO:0007417,GO:0008045,GO:0042059,GO:0007424,GO:0006470
S5ML38	GO:0006511
P19018	GO:0030154,GO:0030237,GO:0019101,GO:0019102,GO:0006397,GO:0000398,GO:0048026,GO:0000381,GO:0000003,GO:0007530,GO:0007548,GO:0007283,GO:0000245
P19107	GO:0016062,GO:0016059,GO:0002032,GO:0016060,GO:0045494,GO:0007608,GO:0007605,GO:0007601
Q5U156	GO:0006355,GO:0006357
Q9VJD2	GO:0034613,GO:0071230,GO:0032008
Q9W0W6	GO:0007218,GO:0010753
Q24151	GO:0007350,GO:0007298,GO:0043697,GO:0071222,GO:0071481,GO:0048749,GO:0006952,GO:0007455,GO:0042078,GO:0030718,GO:0035172,GO:0030097,GO:0007442,GO:0006959,GO:0007476,GO:0007259,GO:0035171,GO:0035167,GO:0007526,GO:0007616,GO:0048542,GO:0008348,GO:2000737,GO:0007399,GO:0030720,GO:0048477,GO:0007424,GO:0030713,GO:0008284,GO:0002230,GO:0031453,GO:0007538,GO:0007379,GO:0007530,GO:0048103,GO:0035019,GO:0017145,GO:0019827,GO:0007472
Q9NHP1	GO:0034334,GO:0007155,GO:0098609,GO:0007043,GO:0001745,GO:0060997,GO:0010172,GO:0032956
Q9U6Y9	GO:0034969,GO:0008298,GO:0018216,GO:0030719,GO:0007315,GO:0007318
Q9VC79	
Q9VCH7	
Q9VFN5	GO:0051085
Q9VFN9	
Q9VJ97	
Q9VK31	
Q9VM71	GO:0000738,GO:0006353,GO:0006397
Q9VSA3	GO:0006635,GO:0051793
Q9VTU9	GO:0019310
Q9VWD5	
Q9W116	GO:0021556,GO:0045087,GO:0007399,GO:0008592,GO:0008063
Q9W1X4	GO:0051028,GO:0046826,GO:0046833,GO:0006606,GO:0090204
Q9W1Y8	GO:0048675
Q9W2H8	GO:0005978,GO:0005980
Q9XZ53	GO:0043687,GO:0018279
P19351	GO:0060048,GO:0006874,GO:0007498,GO:0007005,GO:0046716,GO:0006936,GO:0048644,GO:0030239,GO:0006937,GO:0045214,GO:0003009,GO:0030240
P20478	GO:0006538,GO:0006542,GO:0045213,GO:0007416
P22816	GO:0030154,GO:0016204,GO:0007526,GO:0007517,GO:0045663,GO:1901741,GO:0045944,GO:0016202
P23654	GO:0007413,GO:0007411,GO:0007409,GO:0007155,GO:0007417
P24014	GO:0007411,GO:0016199,GO:0048813,GO:0007502,GO:0035050,GO:0007427,GO:0008347,GO:0008406,GO:0050929,GO:0008078,GO:0007509,GO:0030182,GO:0001764,GO:0003151,GO:0022409,GO:0030335,GO:0010632,GO:2000274,GO:0035385,GO:0007432,GO:0016201
P25172	GO:0006342,GO:0036353,GO:0007275,GO:0000122,GO:0031062
P25455	GO:0043153,GO:0007629,GO:0035556,GO:0016042,GO:0070050,GO:1900073
P83088	GO:0036065,GO:0006486
Q24210	GO:0008344,GO:0007628,GO:0007615,GO:0048149,GO:0007298,GO:0007163,GO:0040011,GO:0007616,GO:0008049,GO:0072375,GO:0007274,GO:0007269,GO:1900244,GO:0040012,GO:1900073,GO:0046928,GO:0008582,GO:2000331,GO:0016081,GO:0048488,GO:0016080
Q6ILC3	
Q70PP2	GO:0007274,GO:0000184,GO:0018105,GO:0016310,GO:0046777,GO:2001020,GO:0050808,GO:0048489
Q7JVP4	GO:0033563,GO:0043966,GO:0043972,GO:0051726
Q7JZ37	
Q7K012	GO:0006338,GO:0070983,GO:0016573,GO:0043486,GO:0000278,GO:0000281,GO:2000637,GO:0045893,GO:0006357
Q7K0L2	
Q7K480	GO:0032502,GO:0070868,GO:0032259,GO:0017148,GO:0040031
Q7K511	GO:0019516,GO:0055114,GO:0022904
Q7KHG2	GO:0007411,GO:0007298,GO:0007417,GO:0006325,GO:0008347,GO:0007474,GO:0007479,GO:0000122,GO:0007424,GO:0045944,GO:0007382,GO:0042246,GO:0007418
Q7KTX8	GO:0045165,GO:0022416,GO:0048749,GO:0036011,GO:0007526,GO:0090263,GO:0006357,GO:0045498,GO:0006367,GO:0048190
Q86B58	GO:0006508
Q8IH00	GO:0006364,GO:0006409
Q8IQX7	GO:0022416,GO:0035483,GO:0036011,GO:0007476,GO:0035218,GO:0045475,GO:0045893,GO:0008593,GO:0022414,GO:0042220
Q8SYW8	
Q8SZG4	GO:0006508
Q95UN8	GO:0007257,GO:0071361,GO:0046843,GO:0007391,GO:0007394,GO:0048804,GO:0048803,GO:0046529,GO:0007254,GO:0000165,GO:0046330,GO:0046777,GO:0006468,GO:0009408,GO:0048010
Q9TXC7	
Q9U8L5	GO:0061327,GO:0035051,GO:0035294,GO:0001700,GO:0007507,GO:0045944,GO:0010468
Q9V521	GO:0050832,GO:0050830,GO:0042417,GO:0042438,GO:0035006,GO:0035011
Q9VAH2	GO:0042752
Q9VAU5	
Q9VB25	GO:0045167,GO:0006914,GO:0045022,GO:0007018,GO:0140024
Q9VEG6	GO:0007304,GO:0007306,GO:0042744,GO:0042743,GO:0030707,GO:0001516,GO:0006979
Q9VEJ9	GO:0006979
Q9VEK6	GO:0046579,GO:0006470
Q9VEM8	GO:0006508
Q9VF24	GO:0007474,GO:0030513
Q9VM02	GO:0051058
Q9VMD9	GO:0007411,GO:0033627,GO:0031589,GO:0072499,GO:0033628,GO:0034446
Q9VMJ7	GO:0006325,GO:0032922,GO:0016577,GO:0034720,GO:0034721,GO:0043970,GO:0007526,GO:0045475,GO:0036098,GO:2000737,GO:0030717,GO:0045893,GO:0070193
Q9VMR2	GO:0007411,GO:0007409,GO:0042684,GO:0007417,GO:0030381,GO:0035050,GO:0097156,GO:0007402,GO:0008406,GO:0007507,GO:0003015,GO:0035223,GO:0010629,GO:0000122,GO:0014019,GO:0014018,GO:0048665,GO:0045944,GO:0051890,GO:0042659,GO:0051960
Q9VQK0	
Q9VR69	GO:0005975,GO:0006030
Q9VRF3	
Q9VSK6	GO:0007346
Q9VSL5	GO:0050829,GO:0006749,GO:0045824,GO:0055114
Q9VTH0	GO:0030199,GO:0032963,GO:0007295,GO:0046947,GO:0017185
Q9VUY9	GO:0019388,GO:0006006,GO:0005978
Q9VVC7	
Q9VW91	GO:0006030
Q9VXG8	GO:0007349,GO:0030261,GO:0000077,GO:0000076,GO:0006302,GO:0045002,GO:0045003,GO:0001700,GO:0016321,GO:0007444,GO:0000706,GO:0007093,GO:0033314,GO:0030716,GO:0018105,GO:0016310,GO:0006468,GO:0007131,GO:0007088,GO:0007348,GO:0031000,GO:0009314,GO:0000723
Q9VXI1	GO:0006631
Q9VY77	GO:0007010,GO:0000278,GO:0035331,GO:0030707,GO:2000637,GO:0045572,GO:0071539,GO:0001666
Q9W0R8	GO:0000916,GO:0008340,GO:0007030,GO:0030726,GO:0007112,GO:0007110,GO:0007111,GO:0000212,GO:0048015,GO:0046854,GO:0016310,GO:0090175,GO:0048137,GO:0007283
Q9W244	GO:0008586
Q9W266	GO:0046426,GO:2000647,GO:0045807,GO:0008039,GO:0001894,GO:0060438
Q9W3D1	GO:0042023,GO:0000724,GO:0007444,GO:0035264,GO:0006334,GO:0034728,GO:0010332
Q9W475	GO:0006508
Q9XZ08	GO:0008101,GO:0006024,GO:0015012,GO:0015014,GO:0030201,GO:0030210,GO:0007275,GO:0006044,GO:0090263,GO:0090098,GO:0045880,GO:0006486,GO:0007224,GO:0016055
Q9VF82	GO:0006888,GO:0043087,GO:0016192
P19967	GO:0006629
P20007	GO:0071333,GO:0006094,GO:0046327,GO:0019543,GO:0006090,GO:0033993,GO:0042594
Q9VKN5	
Q9Y1B2	GO:0006260,GO:0006270,GO:0000278,GO:0043547,GO:0032185
Q9W495	GO:0006888,GO:0006505,GO:0015798,GO:0015031
Q7JW07	GO:0007399
Q9VWE8	GO:0007010,GO:0007018
P20228	GO:0009449,GO:0006538,GO:0008345,GO:0007528,GO:0045213,GO:0008355,GO:0009612,GO:0007416
Q9VLX6	
P20232	GO:0006355,GO:0006368
P20241	GO:0008366,GO:0048675,GO:0007409,GO:0061343,GO:0098609,GO:0048036,GO:0048813,GO:0060857,GO:0008050,GO:0007560,GO:0008049,GO:0035011,GO:0008045,GO:0016319,GO:0021682,GO:0007158,GO:0072499,GO:0045924,GO:0035151,GO:0019991,GO:0050808
P20349	GO:0030154,GO:0035971,GO:0007548
Q9V9P0	GO:0016042
P20353	GO:0007188,GO:0008356,GO:0055059,GO:0045167,GO:0032291,GO:0019722,GO:0030866,GO:0014045,GO:0060857,GO:0051294,GO:0007186,GO:0032880,GO:0019991,GO:0007419
Q9VVU2	GO:0002181,GO:0042273
P20385	GO:0007527,GO:0009953,GO:0046843,GO:0032968,GO:0006355
Q7JVV8	GO:0035220
Q7K204	GO:0000398,GO:0033120,GO:0050767
Q9VJC1	GO:0008045,GO:0006355
Q7JYZ9	GO:0006749
Q9V3C0	GO:0000398
Q9VL49	GO:0031204
Q9VLI1	GO:0006013,GO:0006517
Q9VNZ2	
Q9W2C1	GO:0045944,GO:0007283
X2JDK7	GO:0006937,GO:0043266
Q9VX49	
Q9VMX1	GO:0006839
Q4QPP9	GO:0060322,GO:0045944
Q9VQD0	
Q9VEB2	
Q9W4X1	GO:0006355
P20825	GO:0015074
Q4V6Y7	GO:0006355
Q9V6G5	GO:0035965,GO:0032049,GO:0032048,GO:0007007,GO:0007006,GO:0006644,GO:0007291
Q9VI60	GO:0016578,GO:0016973,GO:0045944,GO:0006357,GO:0006368
Q9VI64	GO:0006887
Q9VK49	
Q9VPH4	GO:0006974,GO:0006260,GO:0000398
P36951	GO:0046487
Q24306	GO:0048800,GO:0006915,GO:0007298,GO:0022416,GO:0008354,GO:0097340,GO:1990001,GO:0007275,GO:0043066,GO:0046673,GO:0043154,GO:2001271,GO:1903688,GO:0090263,GO:0031398,GO:0051865,GO:0070936,GO:0045116,GO:0000209,GO:0045035,GO:0007289,GO:0007283,GO:0006511,GO:0016055
Q56H90	GO:0034605,GO:0071470,GO:0070829,GO:0002385,GO:0031453,GO:0045944,GO:0010866,GO:0009651,GO:0030431,GO:0051403
Q9V3P2	GO:0000462
Q9V4S8	GO:0036099,GO:0048142,GO:0007281,GO:0048140,GO:0007275,GO:0000338,GO:0050821
Q9VC06	GO:0006518,GO:0006508
Q9VHL0	GO:0006355,GO:0006351
Q9VJX2	
Q9VLU6	GO:0045333,GO:0034614,GO:0034553,GO:0003407
Q9VPD4	GO:0015031,GO:0016192
Q9VRY7	GO:0007017
Q9VT89	
Q9W0Z5	
Q9W3H5	
Q9W483	
Q9XZ22	
P27619	GO:0034334,GO:0007298,GO:0150008,GO:0007349,GO:0007268,GO:0072583,GO:0061883,GO:0150007,GO:0046667,GO:0001661,GO:0030866,GO:0046843,GO:0006897,GO:0007427,GO:0030198,GO:0030536,GO:0007612,GO:0090148,GO:0007613,GO:1903475,GO:0001738,GO:0001933,GO:0008355,GO:0007424,GO:0030707,GO:0030838,GO:0045747,GO:0098884,GO:0007637,GO:0072659,GO:0031623,GO:0006898,GO:0032956,GO:0032970,GO:0040008,GO:0048172,GO:0050803,GO:0035152,GO:0007435,GO:0007614,GO:0007291,GO:0016185,GO:0048488,GO:0048499,GO:0036465,GO:0048489,GO:0035186,GO:0016192
P91927	GO:0071456,GO:0006851,GO:0070584,GO:0007269,GO:0071805,GO:1902600
Q9V8P9	GO:0051299,GO:0006325,GO:0007060,GO:0007140,GO:0010032,GO:0071763,GO:0006997,GO:0016558,GO:0000209,GO:0006355,GO:0006511
Q9VZY0	GO:0090307
Q9W1A0	
P21520	GO:0008407,GO:0048749,GO:0016321,GO:0008587,GO:0046331,GO:0007399,GO:0007219,GO:0016318,GO:0007460,GO:0045468,GO:0097305
Q961C5	GO:0016311,GO:0008340,GO:0007391,GO:0046529,GO:0000278,GO:0070373,GO:0046329,GO:0043407,GO:0046533,GO:0046580,GO:0045873,GO:0032873,GO:0070303,GO:0006470,GO:1900744,GO:0006979,GO:1901562,GO:0010225
P21521	GO:0017156,GO:0048791,GO:0071277,GO:0007268,GO:0150007,GO:0008345,GO:0007269,GO:0031340,GO:0014059,GO:1900073,GO:0007317,GO:0050803,GO:0060024,GO:0048488,GO:0016079,GO:0016192
P21663	GO:0045087,GO:0006962,GO:0032504,GO:0006965,GO:0009617
Q9VHW0	
Q8SXG2	
Q9VDE8	GO:0008283,GO:0006974
X2J6Y3	
Q9VLR3	GO:0009972
P22058	
Q9VCJ6	
Q9VR60	
Q9VRM6	GO:0035072,GO:0007480,GO:0043067
Q8SXH1	
Q9VW51	GO:0097150,GO:0032968,GO:0043620,GO:0042795,GO:0006368,GO:0048190
P22293	GO:0045892,GO:0071027
Q9VLN1	GO:0051568,GO:0080182
Q0E9F3	
Q9VL93	
Q9W0T6	
P22769	GO:0010498,GO:0010499,GO:0043161
Q8IMH2	GO:0007005,GO:0045944
Q7K2K2	
Q9V422	GO:0007411,GO:0030154,GO:0016204,GO:0016203,GO:0043066,GO:0009968,GO:0070374,GO:0007435,GO:0007165,GO:0016055
Q9VTX5	GO:0032012,GO:0030100,GO:0043087
Q9VU16	GO:0006383
Q9VW59	GO:0007266
Q9VWH4	GO:0006099
Q9W4H8	GO:0006470
P22812	GO:0019732,GO:0006915,GO:0019221,GO:0006952,GO:0048262,GO:0009950,GO:0035172,GO:0030097,GO:0045087,GO:0035556,GO:0007526,GO:0009620,GO:0008063
Q9VFV9	GO:0006457,GO:0009408
Q9VWE1	GO:0042742,GO:0046426,GO:0042532
P22814	GO:0007411,GO:0048592,GO:0007377,GO:0045892,GO:0007400,GO:0007366,GO:0045893,GO:0045944,GO:0007367,GO:0007540,GO:0007419
Q24039	GO:0048749,GO:0035206,GO:0006357
Q24040	GO:0035206,GO:0006357
P22979	GO:0061077,GO:1903061,GO:0010506,GO:0010998,GO:0009408
Q8T403	
Q8T479	GO:0006355,GO:0006351
Q9VGZ8	
Q9VJ24	GO:0042060
Q9VLL5	GO:0008152
Q9W494	GO:0007630,GO:0048636
Q9W1V7	
Q9W378	GO:0007276,GO:0007281,GO:0051321,GO:0016567
P23226	GO:0007098,GO:0007017,GO:0000278
P23257	GO:0010457,GO:0007098,GO:0031122,GO:0000212,GO:0007017,GO:0000226,GO:0007020,GO:0000278,GO:0000070,GO:0051306,GO:0007052,GO:0051726
Q9V4C1	GO:0032233
P23487	GO:0007275
Q8SYL1	
Q9VH36	GO:0016567
Q9VHK8	
Q9VIZ9	GO:0006520
Q7K1V0	GO:0006357
Q9VKW8	GO:0033962,GO:0000398,GO:0000956,GO:0000387
P23645	GO:0098609,GO:0007398,GO:0046331,GO:0007498,GO:0007399,GO:0007219,GO:0030707,GO:0044719,GO:0055085,GO:0006833
P24350	GO:0007411,GO:0007636,GO:0070983,GO:0048813,GO:0050911,GO:0045944,GO:0008039
Q02936	GO:0007487,GO:0008595,GO:0048099,GO:0021960,GO:0035288,GO:0001746,GO:0045168,GO:0007386,GO:0001745,GO:0001751,GO:0035231,GO:0048066,GO:0007398,GO:0009880,GO:0008544,GO:0007427,GO:0048592,GO:0007440,GO:0035224,GO:0035215,GO:0035232,GO:0008354,GO:0042078,GO:0008347,GO:0007506,GO:0007507,GO:0060914,GO:0007442,GO:0007474,GO:0007446,GO:0016539,GO:0035217,GO:0007478,GO:0007498,GO:0016335,GO:0002385,GO:0031397,GO:0045861,GO:0030707,GO:0030713,GO:0007280,GO:0007228,GO:2000010,GO:0035289,GO:0007458,GO:0016540,GO:0045464,GO:0042127,GO:2000274,GO:0007346,GO:0006357,GO:0007367,GO:0007224,GO:0048103,GO:0035277,GO:0035290,GO:0007418,GO:0048100,GO:0007473
Q7K4E0	GO:0035556,GO:0035025
Q7KSB3	GO:0006869
Q8SWU4	
Q9I7U7	GO:0000122
Q9NHN2	GO:0071480,GO:0007059,GO:0015937,GO:0007476,GO:0040011,GO:0045475,GO:0051321,GO:0061024,GO:0000278,GO:0048477,GO:0032465,GO:0006979,GO:0007283,GO:0070328
Q9VJ86	GO:0097222,GO:0032981,GO:0034551,GO:0033617,GO:0031426,GO:1903862,GO:0044528,GO:1903108,GO:0070129
Q9VQL6	GO:0071329,GO:0006723,GO:1902321
Q9VR59	GO:0006020,GO:0032958
Q9VTL5	GO:0030490,GO:0060252,GO:0006468
Q9VW37	GO:0000902,GO:0006633,GO:0055089,GO:0045893,GO:1903146,GO:0042304,GO:0032933
Q9VZD7	GO:0007349,GO:0034613,GO:0030708,GO:0035317,GO:0007498,GO:0030837,GO:0051126,GO:0045886,GO:0007009,GO:0097320,GO:0008104,GO:1903391,GO:0008582
Q9XZH6	GO:0015991,GO:0035002,GO:0007430
X2JDX3	GO:0000705,GO:0016321,GO:0007552,GO:0010629,GO:0090235
Q27403	GO:0008283,GO:0048813,GO:0035165,GO:0035164,GO:0060857,GO:0021782,GO:0010001,GO:0007403,GO:0042063,GO:0007516,GO:0030097,GO:0035169,GO:0042690,GO:0030182,GO:0042387,GO:0010628,GO:0045687,GO:0060252,GO:0045893,GO:0045944,GO:0035289,GO:0010468,GO:0045610,GO:0050764,GO:0006355,GO:0031290
Q86BE9	GO:0007220,GO:0007219
Q8STA5	
Q8SXX8	
Q9VRS6	GO:0006508
Q9W1U7	GO:0006355
Q9W414	GO:0030707,GO:0045899,GO:1901838,GO:0043161,GO:0030433
Q9W5W6	GO:0000077,GO:0007165,GO:0031929
P38979	GO:0002181,GO:0000447,GO:0000461,GO:0007275,GO:0000028,GO:0006407,GO:0006412
P81914	GO:0050911,GO:0007608,GO:0007165
Q24114	GO:0048085,GO:0007409,GO:0022416,GO:0008407,GO:0048749,GO:0008101,GO:0048813,GO:0007427,GO:0048132,GO:0030718,GO:0007480,GO:0008586,GO:0008045,GO:2001261,GO:0030513,GO:0090263,GO:0045743,GO:0030510,GO:0051726,GO:0045570,GO:0040014,GO:0007367,GO:0008052,GO:0007224,GO:0035220,GO:0048190,GO:0007472,GO:0016055
Q2PE01	GO:0035556
Q7JVK1	GO:0032543
Q8IR46	GO:0035556,GO:0061099
Q8MSI2	
Q8T062	GO:0006508
Q8T0G4	GO:0034260,GO:0008284,GO:0043547,GO:0032956,GO:0030833,GO:0051056,GO:0007165
Q9VAG5	GO:0008057,GO:0006856,GO:0060967,GO:0006727,GO:0010506,GO:0010883,GO:0032483
Q9VBX3	GO:0070828,GO:0051567,GO:0031935
Q9VD68	GO:0016311
Q9VDQ7	GO:0030042,GO:0002253,GO:0007298,GO:0006955,GO:0045087,GO:0043524,GO:0017196,GO:0006911,GO:0010592,GO:0097374
Q9VF70	GO:0060439
Q9VGC1	
Q9VN13	
Q9VNB9	GO:0002181,GO:0042273
Q9VQ47	GO:0003015,GO:0007219
Q9VRA0	GO:0043066,GO:0051491,GO:0010269
Q9VRU2	GO:0006888,GO:0007030,GO:0048193,GO:0006886,GO:0018991,GO:0048042
U3Q053	
P23758	GO:0008343,GO:0048800,GO:0030154,GO:0007480,GO:0007476,GO:0008049,GO:0007399,GO:0006355,GO:0009415,GO:0007423
P23779	GO:0032504
Q961L4	GO:0071361,GO:0001666
Q9W3H4	GO:0055114
Q9VDZ1	GO:0016567
Q9VRC9	GO:0007417,GO:0008203,GO:0007391,GO:0030299,GO:0007422
P24492	GO:0019731,GO:0042742,GO:0050829,GO:0050830,GO:0045087,GO:0045089,GO:0009617,GO:0055093
Q29QS8	
Q7KTI0	GO:0048149,GO:0006654
Q8SZH8	
Q9VK18	
Q9VN04	GO:0006887
Q9VK85	GO:0002184,GO:0006412,GO:0006415
Q9VTZ2	GO:0016233,GO:0000723
Q9VXY1	GO:0007023,GO:0007021
P25157	GO:0070252,GO:0007188,GO:0003384,GO:0060027,GO:0003380,GO:0010004,GO:0048383,GO:0016476,GO:0010470,GO:0043519,GO:0007266
P25158	GO:0008595,GO:0007281,GO:0007616,GO:0007314,GO:0008103,GO:0048477,GO:0030719,GO:0007279,GO:0007315,GO:0019094,GO:0007318,GO:0045727,GO:0007359,GO:0043488,GO:0046011,GO:0035282,GO:0040040,GO:0007632,GO:0008542
Q4V5A5	GO:0010468,GO:0006355
P25160	GO:0033227,GO:0090158,GO:0007030,GO:0006886,GO:0007269,GO:0034067,GO:1903292,GO:0030334,GO:0060628,GO:0070861,GO:0007431,GO:0033363,GO:0048488,GO:0016192,GO:0035220
Q9V428	GO:0007475,GO:0007229,GO:0046329,GO:0043508
Q9VB48	GO:0030488
Q9VKC8	GO:0006626
P25161	GO:0043161,GO:0042176,GO:0006511
P25167	GO:0006383
P25228	GO:0048789,GO:0006886,GO:0048790,GO:0007269,GO:0072659,GO:0009306,GO:0032482,GO:0017157,GO:0048172,GO:0031630,GO:0006904,GO:0016192
P25822	GO:0008595,GO:0048149,GO:0016477,GO:0007268,GO:0048813,GO:0007281,GO:0042078,GO:0008258,GO:0007616,GO:0000278,GO:0050804,GO:0045786,GO:0042059,GO:0045892,GO:0017148,GO:0000288,GO:0048477,GO:0007280,GO:0060213,GO:0045727,GO:0016441,GO:0008582
P32392	GO:0030036,GO:0030037,GO:0034314,GO:0007413,GO:0000902,GO:0022416,GO:0007010,GO:0006886,GO:0007520,GO:0030713,GO:0097320,GO:0051491,GO:0010592,GO:0045747,GO:0045887,GO:0030589,GO:0072553
Q8SY52	GO:0035094
Q9VNJ0	GO:0000724,GO:0022008,GO:0045893,GO:0045944,GO:0016567,GO:0045995,GO:0070201,GO:0043393,GO:0007530
P25991	GO:0006397,GO:1903220,GO:0031123
Q9VVE8	
P26016	GO:0097688,GO:0001941,GO:0097090,GO:0008039
Q9VB62	GO:0006261,GO:0006270
P26270	GO:0043161
Q9V3H2	GO:0043161,GO:0016579
P26308	GO:0045176,GO:0055059,GO:0061343,GO:0060027,GO:0003380,GO:0007186,GO:0048383,GO:0010470,GO:0043519
Q8MSS1	GO:0007349,GO:0051683,GO:0050775
Q9VC87	GO:0030488,GO:0002098
Q9VEP6	GO:0044208,GO:0006189,GO:0006163
Q7K3E2	
Q8IMR4	GO:0000902,GO:0006888,GO:0009306
Q9V9X7	GO:0000958,GO:0000965,GO:0000957,GO:0000963,GO:0044528,GO:0006401
Q9VHJ7	
Q9VMM6	GO:0006030
Q9VN30	GO:0003341,GO:0007018
Q9VNZ9	GO:0032869,GO:0006096
Q9VY98	GO:0016567
Q9W1H9	GO:0032981
P27779	GO:0040003
P27781	
Q9VEN3	GO:0032147,GO:0000165,GO:0048812,GO:0006468,GO:0019991,GO:0023014,GO:0031098,GO:0060439
Q9I7J2	GO:0016567
Q9V9V7	GO:0035195,GO:0030727,GO:0007294,GO:0007446,GO:0016319,GO:0031053,GO:0090502
Q9VI67	GO:0006355
P28466	GO:0048675,GO:0007411,GO:0045165,GO:0061643,GO:0070983,GO:0016204,GO:0050919,GO:0030182,GO:0045773,GO:1902669,GO:0007435,GO:0016055
Q9VNY7	
Q8SY02	GO:0071702,GO:0043252
Q9VFG3	GO:0051017,GO:0046843,GO:0030720,GO:0016325
Q9VQM2	GO:0006120
Q9VS36	GO:0007131
Q9VUR1	GO:0006289,GO:0070816,GO:0001111,GO:0010224,GO:0001113,GO:0006366,GO:0006367
Q9W2W1	
R4I077	
Q9VHW9	
Q9VKE7	
Q7K4B2	GO:0046716,GO:0042273
Q9VIM5	GO:0030041,GO:0034314,GO:0000902,GO:0030031,GO:0030866,GO:0008360
P40796	GO:0006396
Q9V3S6	GO:0001708,GO:0001736,GO:0045746,GO:0007219,GO:0007423,GO:0016360
P29555	GO:0009952,GO:0006915,GO:0048738,GO:0010002,GO:0035225,GO:0035053,GO:0035224,GO:0048806,GO:0008354,GO:0007506,GO:0008406,GO:0007507,GO:0007501,GO:0007494,GO:0042694,GO:0000122,GO:0007399,GO:0014019,GO:0007400,GO:0007438,GO:0001742,GO:0007422,GO:0007280,GO:0048636,GO:0045893,GO:0045944,GO:0006355
Q9VR04	
P29617	GO:0008356,GO:0055059,GO:0055060,GO:0061564,GO:0007411,GO:0007409,GO:0060385,GO:0007420,GO:0043697,GO:0045165,GO:0001708,GO:0007417,GO:0042676,GO:0007619,GO:0070983,GO:0048813,GO:0001754,GO:0070314,GO:0007402,GO:0010001,GO:0008049,GO:0050771,GO:0008285,GO:0010629,GO:0007406,GO:0000122,GO:0007399,GO:0014016,GO:0007400,GO:0007405,GO:0007422,GO:0010628,GO:0002052,GO:0045944,GO:0008104,GO:0007465,GO:0051090,GO:0010468,GO:1902692,GO:0045664,GO:1900180,GO:0045676,GO:0042673,GO:0006355,GO:0007423,GO:0050909,GO:0007416,GO:0007419
P29673	GO:0060033,GO:0007411,GO:0045165,GO:0007451,GO:0007450,GO:0048735,GO:0036011,GO:0007476,GO:0007526,GO:0035218,GO:0007479,GO:0007517,GO:0007399,GO:0045944,GO:0007419,GO:0048190
P29681	GO:0007561
P29747	GO:0035293,GO:0009953,GO:0008363,GO:0045893,GO:0045944,GO:0007431,GO:0007435
P29829	GO:0007202,GO:0016059,GO:0007186,GO:0007602,GO:0016056,GO:0007601
P36188	GO:0048738,GO:0060047,GO:0007507,GO:0046716,GO:0006936,GO:0007517,GO:0030239,GO:0007399,GO:0000280,GO:0045214,GO:0007519
Q9VKP6	GO:0030163,GO:0006508
P29845	GO:0000422,GO:0034605,GO:0034620,GO:0051085,GO:0070584,GO:0010918,GO:0006457,GO:0042026,GO:0006986
Q0KI14	GO:0033344,GO:0055085
P30189	GO:0008283,GO:0006338,GO:0030261,GO:0007059,GO:0006260,GO:0006265,GO:0002168,GO:0007275,GO:0048477,GO:0045995
Q9VRP9	GO:0016570,GO:0010390,GO:0016574,GO:0007219,GO:0006513
Q5BI31	
Q86BI9	GO:0046475,GO:0032504
Q9VAV6	GO:0045892,GO:0045944
Q9VFB3	GO:0034969,GO:0018216,GO:0019919,GO:0006355
Q9W1A3	GO:0008283,GO:0035162,GO:0048477,GO:2000765,GO:0042274,GO:0048103
Q9Y091	GO:0030154,GO:0048749,GO:0019099,GO:0070868,GO:0080009,GO:0006397,GO:0007539,GO:0000381,GO:0000375,GO:0007530,GO:0007548
Q9VL31	
Q9W4E8	GO:0045892,GO:0000122,GO:0045893,GO:0045944
P31396	GO:0007552,GO:0016319,GO:0000122,GO:0045944,GO:0040034
Q9W2R4	GO:0045176,GO:0008356,GO:0055059,GO:0045167,GO:0045175,GO:0050829,GO:0040001,GO:0061382,GO:0007400,GO:0007422,GO:0008104,GO:0009786,GO:0051960,GO:0006403,GO:0007423,GO:0007525
Q9VFH8	
Q9VJR9	GO:0000338
Q9VK55	GO:0035269
Q9VM22	
Q9Y0Y7	
P32234	
Q9V3H7	GO:0050829,GO:0006955,GO:0006909,GO:0009617
Q9VGZ4	GO:0016567
Q961G1	GO:0033227,GO:0006888,GO:0007030,GO:0006886,GO:0006891,GO:0007112
Q9VWK5	GO:0071456,GO:0021952,GO:0060997,GO:0050728,GO:0035204,GO:0045751,GO:0016926,GO:0006508
